obs,V1,V2,V3,V4,V5,V6,V7
252,31.64730516,-2.651688328,-0.390940784,3.974654686,-0.79083801,-8.733068469,0.035291559
253,-0.514142139,-0.199957821,1.354624352,-1.356959137,1.279903338,-2.157115465,-1.486497979
254,6.979084981,0.067722131,1.108023849,-2.923544544,1.961682818,0.960510917,-0.374708232
255,3.716771482,0.25545613,0.276782545,-0.57357949,0.157383671,0.425965497,-0.126524754
256,2.552213812,-0.005696723,-0.014335954,-0.202466886,0.153325587,0.084500883,0.087540475
257,1.571325389,0.062895157,0.042108736,0.170527951,-0.163472229,-0.206817029,-0.047082954
258,2.612092729,0.055028179,-0.056474461,0.014254077,-0.13479259,0.01319115,0.058377288
259,1.336456989,0.04397577,-0.065639942,-0.137514025,-0.027265293,0.039630898,-0.074168367
260,0.185813299,-0.289689485,-0.263652604,0.267924677,0.822261685,-0.987749305,0.73918594
261,0.982317915,0.122991395,-0.129249339,-0.931062582,0.240705963,0.584421299,-0.897906974
262,4.058671724,0.282058226,-0.037894943,-2.487633525,0.324720978,2.6696874,-1.280581705
263,3.821760496,0.249418569,-0.088190291,-2.190901398,0.275652781,2.386295015,-1.129449248
264,13.3404218,-0.752225732,-1.765753236,-9.351095169,3.76525264,5.870777399,-2.908998892
265,0.01191116,0.074680422,-0.117574021,-0.344114218,0.33989961,0.374272102,0.014697057
266,6.814641043,-0.585064325,-1.326593747,-4.445625931,1.802936344,2.706298105,-1.385081728
267,3.287322023,0.008918505,-0.220922042,-2.141694092,0.564291114,1.844497345,-0.921054485
268,-0.559789455,-1.549408033,-1.528022662,-1.614654647,2.390208367,-2.524378977,0.232376821
269,-0.584069194,-1.115015268,-1.092084436,-0.899980907,1.718492599,-2.100122157,0.290781711
270,7.856526421,0.132502654,1.110395173,-8.679598057,5.258389093,7.50300442,1.386553215
271,-0.774791369,-2.818962657,-3.576323139,-2.489895499,4.471091508,-6.477940279,1.459820276
272,-0.748004738,0.760392299,0.658793534,-0.669362803,-0.050520729,0.222112997,-1.524226787
273,8.000649888,0.576594026,-0.095184773,-4.334409807,1.036248193,3.852688441,-2.588206426
274,0.445894684,0.442762699,0.247874439,-0.255820929,-0.148200444,0.818662073,-0.503143276
275,10.48467078,0.912145355,0.312682092,-5.202989578,0.584452999,5.121097689,-4.352895851
276,0.038251272,0.137020972,0.008373292,-0.453500989,-0.116481365,0.581969685,-1.385072305
277,3.159901846,0.561322639,0.313892923,-3.227250326,0.88840494,3.292401835,-1.261447408
278,1.329319001,0.189204406,0.167833419,-0.863687884,0.267209638,0.727357421,-0.393812921
279,0.845265657,-0.113086191,0.130741789,-1.153860575,0.959299086,0.395775643,0.154759204
280,0.731108033,1.25909305,2.371126216,1.216074106,0.715181309,-1.861491757,2.164224248
281,-3.622912222,1.423557354,-6.498614885,-0.320594006,0.747561139,5.27333463,2.738200279
282,0.438735462,-0.028989535,-3.31940639,-0.323426295,0.391710373,2.615451559,1.461894965
283,34.67779463,0.489365882,-10.53330838,48.83303737,-27.71798328,-49.35334053,23.40946766
284,-2.646603859,0.143659157,-1.730481913,-1.171208101,-3.254020921,-0.884897741,-2.639557275
285,1.743638616,0.064960914,-0.551129322,5.037316251,-2.945448968,-3.969145611,1.502658867
286,1.851536601,0.212634674,-0.538146007,6.124398595,-3.277430138,-5.012303348,2.481119716
287,4.174816957,0.288555028,-0.884821956,8.46757667,-5.079930533,-7.292919602,3.125563462
288,4.26518514,-0.579007845,-1.646590052,16.82330911,-7.585728082,-13.495249,7.897188847
289,-0.792319879,2.620624973,2.314394218,-36.45675261,14.57502917,24.37886944,-13.02415196
290,0.412241681,0.934737625,-0.026962253,-5.58883381,2.192971193,2.153525418,-0.092704285
291,1.588676312,-0.098700881,-0.641248458,10.81515292,-5.358724687,-8.025102107,3.291357976
292,8.452813108,0.106811469,-0.844375198,19.78973107,-10.97848309,-14.96780777,5.886128785
293,0.315280949,3.392009517,1.929506404,-22.16919117,6.560992105,13.08808927,-7.71041801
294,-0.528059303,1.627499926,1.191015307,-2.484412809,-0.205485192,0.226043041,-0.237285693
295,15.57673729,-2.085281849,-3.683544685,68.63401333,-33.13430041,-48.6752446,21.76695468
296,1.328510143,2.393704726,0.368768573,-0.864177057,-3.534499667,-0.579998033,-4.652442875
297,0.768301265,1.667074583,0.972893909,-7.251435394,2.16922492,4.094753788,-2.711013842
298,2.330344172,-0.347391174,-0.97488679,14.50579012,-7.145248345,-10.60822784,4.518676657
299,24.95631072,1.061917501,-4.58280055,87.08883122,-47.28424081,-64.11336523,24.99453322
300,0.179254376,0.584440498,0.436819217,-1.498121042,0.460598754,-0.115207077,0.63955767
301,48.82280832,0.627841502,-8.850493188,114.4646402,-66.87305976,-84.98889908,24.46777775
302,-2.265186267,0.293476771,0.280085244,-2.771496725,0.412233632,-0.745575184,2.416074018
303,5.493040254,-0.044214893,-1.387690339,32.94626283,-17.15923541,-22.60732123,7.252057627
304,-0.18693568,0.542347235,0.03551415,-2.40749512,0.624995409,1.215907548,-1.165802801
305,5.544865164,-0.556615291,-1.896739528,12.67370704,-6.216170412,-10.21207547,4.8564163
306,13.2187417,-3.035661228,-5.242471357,74.8452559,-34.09757339,-53.79802658,24.20168641
307,0.462951976,0.775625509,-0.38402191,-0.502125657,0.37038174,-1.282888047,1.056442567
308,2.791388361,-0.417704916,-1.456242248,13.49025264,-6.191205657,-10.34209192,4.721625964
309,13.0998863,-1.26486653,-4.844713395,53.09978024,-26.73173316,-41.56393575,17.24977522
310,-0.824788912,-0.138640651,-0.829245749,-1.082843336,0.245804897,-0.311683988,0.40982356
311,1.208227092,-0.140684209,-0.641670775,4.501021113,-2.146776922,-3.731058076,1.825323827
312,2.258396614,-0.202100336,-0.647294505,4.685764611,-2.38807573,-3.83390909,1.752811858
313,3.298014979,-0.303222981,-0.949547004,9.900793578,-5.374776449,-7.572412467,2.629634241
314,12.84405547,-0.725679752,-2.607535224,34.59574927,-18.91742959,-26.1178838,8.874365964
315,-2.521148933,2.214716801,0.286895794,-6.860206415,1.122247987,3.399038004,-4.145802974
316,0.26040269,0.651712571,0.524695764,-3.898390415,1.078256755,2.628150325,-2.021610325
317,5.73100825,-0.820684877,-1.976259743,31.46759776,-15.50944399,-21.80503428,8.83192489
318,-1.424309056,6.608569585,5.020252127,-43.44066021,16.80794686,27.95561313,-14.55794784
319,2.979425816,1.810371102,-1.569910785,-3.484918778,-1.907999123,0.629647496,-2.82970403
320,1.789716665,0.605134352,0.556375197,-2.174137418,0.44229203,1.034738843,-0.72463814
321,6.143462162,-0.482881479,-1.918075285,24.55947552,-12.76054405,-18.2456348,7.292385925
322,5.61274972,3.062342165,1.593839218,-23.1184386,8.079534804,12.08967951,-5.979784187
323,1.853947733,1.951988475,-0.263959231,-6.160753898,2.156914208,2.410727428,-1.719452032
324,1.009747262,0.66952882,0.414367412,-6.057191337,2.129900639,3.636781597,-1.901743914
325,5.063001396,-0.807542885,-1.614803784,17.36791784,-8.304066841,-13.40289654,7.260914676
326,6.007146149,-3.087798982,-4.191894608,50.1470475,-21.3532083,-35.79717372,19.11000993
327,0.940759821,0.422329258,-0.118625719,-0.154444659,-0.123267813,-0.330919717,-0.029566095
328,2.19696489,-0.430855433,-1.12454101,8.50899534,-3.788484363,-6.813869642,3.730844318
329,2.740961632,-0.49295309,-1.241318117,7.090758905,-2.921963578,-6.342982502,4.064480465
330,1.416784379,-0.119233519,-0.63181011,7.619364634,-3.320709043,-6.068379641,3.656794893
331,3.180138604,-0.015796916,-0.807357365,7.467765687,-3.829075256,-5.906784615,3.149808807
332,1.397250188,-0.070642241,-0.525782778,6.330967623,-2.714279916,-5.072266103,3.100109778
333,5.595722523,-0.336226905,-1.526227642,19.60599528,-8.966319952,-15.29609643,9.025549926
334,21.75226162,128.1597827,84.57107305,-1160.747465,451.776216,734.9093864,-378.8098245
335,1.102192384,-0.71884699,-0.11374119,1.11036639,-0.839995718,3.576699601,-1.596433484
336,3.221717768,1.385464177,0.420643672,-1.02064914,-0.404211212,-0.441516461,0.246838819
337,23.2423205,-18.77828533,-22.04993595,284.1150396,-118.3505184,-198.0236829,105.9499132
338,-0.390435258,3.518615547,-0.82775764,-0.601173192,-0.143759089,1.232580547,3.500208681
339,4.537451423,2.476208216,2.719789476,-2.405696818,-0.572319293,-0.236893075,0.661854708
340,3.683802502,2.667983558,1.770731781,-13.71939245,3.113899548,8.629966287,-6.481185087
341,0.62306495,1.437534118,0.750775802,-4.844699058,1.048691021,2.973820889,-2.380827893
342,6.400788402,-1.135027403,-2.306037459,37.89811547,-17.42317503,-26.98929296,12.73789582
343,4.696033888,33.02337826,14.7988553,-114.1616137,23.89871043,72.77509222,-73.43967456
344,-0.825429216,4.633482153,2.615500467,-2.699156946,0.43607876,-4.072069473,-0.670496971
345,-0.69293581,0.390331036,0.608992557,-2.278694538,0.092940299,-0.109944637,0.551183476
346,2.200826586,-0.061892291,-0.517110566,9.174011398,-4.64213902,-6.687838758,2.672801176
347,8.08209877,-0.696118248,-2.50951666,45.69209645,-22.53908971,-33.90850584,14.9881691
348,0.854795066,0.491151777,-0.110259513,-0.927511815,0.05290498,0.167271105,-0.500738791
349,3.139374132,-0.651637729,-1.167724528,13.82042804,-6.372201746,-10.38283172,5.216636053
350,7.230450033,-0.592850498,-2.327578189,30.73349489,-15.01548702,-24.51258264,11.95348898
351,0.853711831,1.00014177,-0.171543854,-4.830733426,1.392468125,1.937209898,-1.596597923
352,1.927767686,-0.272905823,-0.590252968,8.770018506,-3.943620468,-6.81958975,3.672752704
353,5.06555069,-0.31849293,-1.01003122,17.76820692,-8.784155436,-13.47961827,6.171792918
354,6.58503463,14.3169336,10.93031621,-12.11403583,-19.2621568,33.39925332,-38.28832985
355,9.633287908,-2.590551317,-0.072918087,-1.825379738,1.493440945,-6.02870575,-2.990483722
356,-1.530834892,-1.194146697,-0.863148249,-0.798985678,2.415162895,-2.427816071,1.434827123
357,-1.455887847,-2.318967413,-1.536348378,-2.498980988,4.676158835,-3.546783836,2.004022087
358,-5.778115714,-5.998413803,-4.206367994,-4.823880609,11.29643478,-10.65634484,5.708905055
359,-2.572899911,-2.105741389,-1.456083095,-1.003050691,3.895255317,-4.478725101,2.544577369
360,-1.317517595,-1.59787955,-1.160522191,-1.714093089,3.044895894,-2.576598056,1.189771215
361,-18.56767243,-18.30524324,-13.38354614,-15.6794847,33.92041083,-33.8500692,15.86510288
362,0.659892315,2.122869802,1.669467864,-2.440402751,-1.890182736,4.102283038,-5.575023296
363,-11.87599941,-12.85414679,-9.493098833,-1.348611227,19.49037205,-31.00119447,15.62184214
364,1.022814562,1.076817653,1.237104754,-1.674311137,-1.07250138,3.150592477,-3.23871095
365,-6.637634063,-11.9708967,-8.978886157,-8.973399851,20.2243745,-21.70447138,10.73500673
366,-21.15061031,-29.60872483,-22.50427427,9.833285258,38.24040577,-73.09589541,44.50597541
367,0.234243515,0.358140678,1.029248812,-0.540784329,0.023219548,0.14944911,-0.951826841
368,-1.312037445,-1.513532665,-1.164717211,-1.386571057,2.688338403,-2.772321626,1.236536731
369,-2.523496369,-2.226693722,-1.720066414,-2.309487073,4.187799243,-4.104140875,1.700013095
370,-4.468675572,-6.338995292,-4.773006398,-6.436750066,11.65483743,-11.33962024,5.289247993
371,-2.543170096,-2.434868679,-1.55737349,-0.809521354,3.999028807,-5.391923536,2.595308934
372,-19.47539936,-26.93186387,-19.92590411,-32.28311248,54.26420163,-43.87280737,23.97721782
373,-0.903062585,0.378843182,2.11536429,-1.138403184,1.193182146,-1.284967849,-1.329991855
374,22.70638815,7.006051649,5.043815484,-12.75753777,-6.629402391,27.07423549,-13.05083305
375,2.785023402,1.800932189,1.527980414,-2.965365718,-1.20553428,5.814884188,-3.467891149
376,12.33991924,4.487041554,3.441641726,-9.882896191,-2.912249803,17.65711345,-9.119136654
377,8.657002172,3.274663663,2.804654979,-6.995654911,-2.155780259,12.11153747,-6.974576812
378,4.110928947,1.89764764,1.703451099,-4.167811939,-0.958391452,7.156690556,-3.80558428
379,30.02020849,10.59820423,8.841052664,-23.57289631,-6.59804484,41.36943069,-21.47325763
380,6.700410261,2.364717895,1.872307323,-4.520601109,-1.909553408,8.829261523,-4.655411041
381,9.239638872,3.101088568,2.53286618,-5.991263864,-2.647541955,11.37892371,-6.681819914
382,9.073586652,2.671218228,2.389326686,-7.844380149,-1.071518969,11.70641367,-6.776495033
383,9.764406727,2.642238033,2.095273128,-8.19530932,-0.790722504,11.58372814,-6.146420932
384,67.9120665,16.62697313,12.95436568,-52.14044586,-6.263966505,78.03448414,-39.53262091
385,-5.395563901,7.165852777,13.30451768,-5.882003418,1.054719816,4.362861045,-7.617587906
386,1.956666223,0.63127954,0.975600274,-2.549364136,0.465842635,2.239810398,-1.582979869
387,3.182850372,0.787692509,0.610684264,-2.686180949,-0.112148987,3.841997964,-1.683490777
388,3.570353065,0.909171243,0.701224985,-2.807625688,-0.268419632,4.263113373,-1.868210935
389,328.3996728,81.67077846,66.14552504,-291.2413888,-5.024259723,404.0751186,-179.0596546
390,2.063678893,-0.790395143,-2.825578582,-3.510807818,-0.784693793,-3.113590644,-2.684819492
391,-25.86948297,-20.3457576,15.42934542,306.7641235,-54.3220069,-154.2641541,119.7442097
392,0.115764162,-0.448999907,-0.668715965,0.47621394,-1.128762584,-1.283496212,-0.056388996
393,-0.939038594,0.165455917,0.401355204,2.85021046,0.279085416,-1.425207823,-2.847235976
394,-22.51006665,4.749632501,17.70758183,-72.21176809,83.70254943,47.70949458,15.25888908
395,0.278902151,-0.08684528,-0.081947537,-0.496504465,0.276437135,0.205648261,-1.185656356
396,0.443965473,-0.393801432,-0.215878378,0.764005866,1.110590959,-0.695742872,1.748728767
397,24.00703551,-2.909909908,-0.263688098,-16.93042856,2.329786331,10.27317378,-2.206071438
398,10.20869948,-1.143191113,-0.480077681,-7.282965526,1.254171709,4.607079637,-0.040072344
399,102.3251192,-10.6683252,-1.076611523,-76.74882301,9.625885896,47.56540433,-12.1449008
400,0.645444516,0.039423503,0.031026153,0.066824484,0.065544834,-0.070988112,-0.085063661
401,1.539801093,-0.611477606,-0.429029666,-1.466563671,1.297948337,0.386785192,0.737981997
402,12.46827606,0.444023335,0.149420973,1.07751575,1.239405894,-2.095911798,2.396254346
403,0.910544858,-0.255181457,-0.277697553,-0.574368508,0.181354007,0.294315281,-0.048914163
404,3.458118411,-0.889277529,0.210310816,0.020818671,0.30868722,-0.50358642,0.425025577
405,1.075914444,-0.482652125,0.202570905,-0.039082968,0.484733379,-0.35959091,0.615578792
406,1.637575445,-0.178659915,-0.340355114,0.2408051,-0.031469532,-0.41130591,0.26578663
407,0.040334268,-0.133759386,-0.051267269,-0.080610097,-0.035489546,-0.121539461,0.191363314
408,1.74703969,0.483586466,1.561695577,3.149822272,-2.683741881,1.905014865,-1.086078428
409,1.302372531,-0.110274117,-0.034478178,-0.3590495,0.246602224,0.022214263,-0.057449817
410,4.727803066,0.020826027,2.935848625,4.085540494,-1.63380724,-2.367834904,1.930567156
411,0.457494891,-0.137995771,0.156435074,-0.407918512,0.151054812,0.094935931,-0.101387139
412,1.117640452,-0.10048894,0.125335131,0.097605277,-0.048062643,-0.010552827,-0.036430229
413,-0.427406702,-0.02302481,-0.528875105,0.182131499,0.298205064,-0.258005099,0.53351902
414,24.95855524,-2.483638657,0.538745898,4.786102031,-1.231454612,-6.486960873,4.452476137
415,-0.574569967,0.090339126,-0.225487511,1.225443213,-1.231134503,-0.421642799,-0.288893876
416,1.897557165,0.46533415,0.313449261,0.783202701,-1.806013019,-0.326124945,-0.275263004
417,1.594213597,-0.005350127,-0.532533045,-0.178839483,-0.513626198,0.132388589,-0.394065057
418,0.635987267,-0.136050742,-0.046116554,-0.193074322,-0.21756022,-0.038101775,-0.14123683
419,3.157038341,0.549361391,0.075506395,1.295454132,-0.79936454,-0.28944793,0.386149817
420,4.436712227,-0.337446831,0.662565958,2.324145369,-1.236971518,-1.725204864,-0.300374482
421,0.741137016,-0.212703931,0.001517223,-0.230859477,-0.040614862,-0.01980874,0.027787871
422,-0.078599599,-0.381281723,1.454330226,1.341859476,-2.393411717,-0.743616005,-0.593987639
423,-0.907404369,-0.348154676,0.228101072,-0.258457035,0.640787272,-0.787673989,-0.107953001
424,13.12501523,-3.448730883,3.13568053,-1.038610837,-2.267445483,-0.412783512,-0.292031586
425,1.924955301,-0.000258701,-0.516599226,-4.50492695,1.518940633,3.024009769,-0.919156789
426,1.790121851,-0.058559546,0.011658253,-0.360089308,0.297534022,0.18393381,0.149251598
427,14.71790122,-0.106316685,-0.592086346,0.617687155,-0.646050902,-0.356107038,0.187392809
428,1.049715493,-0.000266776,0.137989878,0.078828823,0.103129249,-0.123536565,-0.054868854
429,1.602595348,-0.042632656,0.100612638,-0.032017788,0.173052779,-0.142487081,0.161616374
430,16.01379533,-0.775485903,0.996301175,2.414579331,-0.622169158,-2.90752515,0.698815624
431,4.891327274,-0.055647363,0.730275757,-1.372524167,0.673465022,-0.069584751,-0.788657661
432,3.170624032,-0.207275152,-0.041547326,0.007640223,0.088710748,-0.188822862,0.041389991
433,21.25004396,-1.385567806,0.866861089,-3.245098425,3.45348977,0.53080806,0.852211472
434,4.629458152,-0.06189544,0.316464628,0.733711884,-0.45748501,0.05618744,0.652453758
435,1.085018778,-0.011659223,0.12320759,-0.215757196,0.059323516,0.184382222,-0.105237315
436,1.790946684,-0.135299852,-0.05231247,0.486853094,-0.294115946,-0.398027894,0.058143459
437,1.880641373,0.050055708,0.025363948,0.121270602,0.014135206,-0.058492824,-0.009601364
438,3.112255425,-0.045517969,-0.049365436,-0.37563451,0.182719206,0.128965114,-0.042256237
439,3.608299787,0.015650696,0.280397641,-0.076881868,0.05421099,0.009347895,-0.184946176
440,2.230382737,-0.081362709,0.016725162,-0.245944198,0.100407249,0.099616593,-0.006190756
441,3.92960495,-0.229915766,0.355758967,-0.46122531,0.596250575,0.033302539,-0.055025535
442,3.991505793,-0.044431698,0.052039122,0.163525049,-0.310577282,-0.143272888,-0.160331048
443,3.990352988,0.027259956,0.161637851,-0.532420941,0.273269761,0.420443412,-0.016155022
444,0.913065285,-0.009736948,0.011409437,0.027711506,0.043750964,-0.003878867,0.067196907
445,14.34081319,0.205407013,0.38978426,-1.207764793,0.427141975,1.082049536,-0.010176643
446,2.276544,0.013142216,-0.199712492,0.056238817,-0.11590428,-0.004853199,-0.151423896
447,1.802792801,-0.103853231,0.180937603,-0.357019287,0.303886578,0.046005652,0.001559806
448,11.66021937,-0.20827843,0.443263375,-1.967744542,0.829251007,1.273773372,0.123942436
449,5.132799198,-0.245911345,0.394689357,1.797209586,-3.010270639,-1.531576117,-1.156384906
450,0.067195125,0.432397828,0.363635572,-1.019134294,0.711021876,0.90432611,0.187686747
451,-0.240565077,0.42177822,0.3061051,-2.984182962,1.89825666,2.069214315,-0.082425219
452,-0.026532268,0.311568598,0.239488455,-2.113807011,1.285835803,1.43298376,0.041507892
453,3.251492611,-2.183500352,-0.32352734,-6.845476508,6.81781456,0.97844159,2.283351268
454,1.733796213,-0.262037087,0.339085007,-2.346448132,1.958527166,1.637548724,1.042425645
455,2.251525005,-1.213291885,-0.280522199,-4.589908103,4.530415862,1.597795206,2.100392106
456,6.060692092,-3.474469801,-1.14231932,-13.99081943,13.09466905,4.453783266,5.192506819
457,2.94733586,-0.922647169,0.035181452,-5.300395058,4.449392145,2.811028212,1.987972952
458,1.714780899,-0.146235516,0.75198508,-3.892052789,3.585341163,3.229744052,2.372728603
459,0.715699733,-1.800030176,-0.74450115,-2.992562113,4.823673456,-1.625652102,3.473347728
460,-1.048042622,-5.011066822,-2.500999471,-13.23653985,15.55764965,-0.846718315,7.09068246
461,0.660649339,-7.130225005,-2.590061415,-27.80769436,28.64655547,4.015685594,11.38226202
462,-24.07785748,-28.60013245,-16.42437683,8.948054483,53.20443755,-60.96726466,68.448249
463,-0.166755864,0.905804508,4.803027777,-0.162450373,0.154024212,-1.887943528,-1.97236153
464,-10.54939726,-9.194527175,-6.085064507,-6.705764081,21.20522435,-17.39296449,17.83688136
465,-35.57763531,-62.01939133,-47.4162,47.51158146,87.06337502,-150.233841,158.624083
466,-0.216017628,-0.522000556,-0.562712366,-0.22127062,-0.550535787,1.076514522,-1.19477679
467,-0.536441542,-1.145580108,-0.581988577,-2.673270776,3.226445175,-0.65417183,1.257239407
468,0.024720362,-1.079624439,-0.493861479,-2.611432813,2.945777295,-0.3698892,1.050722254
469,-0.543035489,-1.938186835,-1.083503172,-2.279547581,4.472911327,-2.491837923,3.131819464
470,-0.582095077,-1.072462938,-0.584426341,-2.207439927,2.943835067,-0.83111604,1.43492218
471,-0.244292618,-3.010193028,-1.830615563,-4.717518025,7.505711268,-3.07871121,4.600691908
472,-1.419507058,-3.858408157,-2.882706774,-6.271059345,9.131157294,-4.073347611,4.440034266
473,-0.351716905,-0.765700301,-0.580207082,-1.02967882,1.756925195,-0.8060071,0.993786725
474,-2.52921521,-9.822460118,-7.28610281,-15.54201493,23.3131467,-9.610442014,11.4356277
475,18.08194202,-2.120440201,-2.267434923,-1.928733493,-0.363715783,0.876187422,2.622801457
476,56.37476579,-5.956850139,-5.849044114,-3.587639279,-2.615742096,0.883375437,10.17080067
477,14.37351636,-1.093224033,-4.404991783,1.312646577,-4.243564727,1.511721047,10.02310516
478,1.209771518,0.311708606,1.176532495,2.116460314,-0.447205913,-0.535612351,2.115500045
479,8.946865703,-1.191070728,-1.283639172,-1.193085813,-0.034941784,-0.105051732,1.241289029
480,8.302472075,-0.899642926,-0.431752333,-0.32124421,0.240858028,-1.207961184,1.000492268
481,3.911587269,-0.338105699,-0.308878256,-0.522661302,-0.046703309,0.088977822,0.380759379
482,13.58191392,-1.407324619,-1.166779021,1.230531199,-1.371094918,-2.165698573,2.26660982
483,7.200455306,-0.792045616,-1.040161136,-1.065447861,-0.281372554,0.169563908,0.733510286
484,4.472640427,-0.981198641,-3.932498174,28.73239519,-17.25287479,-11.9849362,-4.90424714
485,-0.046465571,-0.325934002,-1.423742713,-6.206165062,4.712381417,-0.243695478,2.833627934
486,1.946590887,-0.193357722,-1.036024695,6.628644307,-4.201997827,-2.725182725,-1.258798803
487,1.390073705,-0.033652206,-0.64230685,3.992844919,-2.674737458,-1.823828815,-0.777333925
488,1.632093833,-0.255037595,-0.956628886,4.311620309,-2.856613824,-2.092716282,-0.729845944
489,2.501076679,-0.275011672,-1.471754834,6.641023383,-4.420837961,-2.934429814,-1.237887184
490,32.33642908,-42.92809744,-31.70558984,-74.76702401,67.54637456,-13.26620676,8.326887021
491,0.627276447,-1.077075471,-1.729661047,-0.881987872,1.545134491,-2.79993506,0.727411152
492,39.51693214,-38.33876245,-24.9351571,-87.49581245,64.73640955,8.30775895,-6.513360385
493,149.3363422,-136.2276839,-86.04246538,-275.2100394,216.1241502,15.46656401,-22.9728344
494,6.684329544,-9.099931613,-8.691140169,2.619570786,10.28184961,-26.30688561,21.30177089
495,0.415034156,0.693931822,2.456334304,0.023067463,-0.505169473,3.927527467,0.262787179
496,2.60722118,-2.233810471,-1.37375075,-4.387345259,3.406221493,0.117379891,-0.281813938
497,5.378013929,-4.268611257,-2.445612534,-9.047130264,7.022392641,0.845792769,-0.253197621
498,7.301122853,-8.87755574,-4.932571858,-19.13015341,15.33866304,2.400733075,-0.932142547
499,2.618856796,-2.005293166,-1.210179388,-4.356492244,3.291523693,0.708522165,-0.15521341
500,1.20532814,-1.106816797,-0.603409291,-2.666537859,2.038641108,0.43479387,-0.157687561
