obs,V1,V2,V3,V4,V5,V6,V7
501,17.16265726,-14.4615863,-7.868497546,-33.86413044,25.60175733,5.083209477,-1.322363728
502,2.805852042,-1.092540543,-0.328483842,-5.527357959,3.937895176,2.694599125,0.470101746
503,1.545487565,0.880721076,0.75140216,-10.37361084,3.209004512,8.024234098,-6.565666387
504,15.51750828,3.915031324,2.428161956,-11.99039595,-2.278288658,19.15691536,-9.40273839
505,11.64987058,2.839057458,1.795395626,-8.100953355,-1.697683001,13.42241797,-6.181842267
506,70.85362735,17.24620149,9.814924447,-50.20703207,-10.55604157,82.84978145,-38.81428658
507,3.111129434,1.452833971,-0.131430871,2.714279691,-4.416651329,0.508565654,-1.272623972
508,1.752877346,0.50755502,0.085137144,2.026755657,-2.040748851,-0.435631134,-0.430353655
509,21.1459412,-0.411719254,-0.736429496,2.03250664,-2.703938263,-0.969613888,-0.330317353
510,2.372015375,-0.572928507,-0.252454321,-0.224599546,0.217608812,-0.545375801,-0.063146408
511,2.182651418,-0.097812467,-0.107677495,0.0112193,-0.00920599,-0.097030415,0.082149479
512,2.677232386,-0.156933763,-0.173959321,0.138397658,-0.273266707,-0.304227703,-0.018486076
513,43.10347968,-7.664441435,-6.49905684,-4.312609082,-22.12292402,-3.284564891,-16.59836951
514,1.936831209,-0.183008477,-0.192487129,-0.816860842,-3.295034804,0.986842589,-1.125528687
515,3.918568045,-0.191391212,-0.038507152,0.00239108,-0.191679663,-0.119859734,-0.028439305
516,3.973517678,0.01296525,-0.092916028,0.112774301,-0.230729075,-0.061431676,0.052538213
517,7.959881091,-0.454178095,-0.237429391,0.013097804,-0.919522238,-0.841029391,-0.758015496
518,33.42289164,-2.128221777,-0.022055653,0.061252645,-2.963342469,-0.929405511,-1.195062529
519,11.29783278,-1.105497119,-2.275781511,1.891147922,-4.810200729,1.330344595,-4.099892822
520,5.215960354,-0.210917186,0.40747175,-4.046683715,1.794667534,0.589071996,1.373016544
521,7.08426063,0.221204455,1.140837482,-1.672950983,0.575170154,1.026573091,-0.856096161
522,1.980469863,-0.097333825,0.027972292,-0.540021438,0.309895016,0.230709193,0.008454179
523,20.85194517,-1.981715268,0.447798455,-1.594719861,1.215109438,-1.873195571,1.308122148
524,1.152163231,-0.114496309,-0.032973486,0.386827607,-0.088958431,-0.295084413,-0.019278222
525,21.26173789,0.685208936,-0.3529276,0.341135023,-0.047387275,-0.014107412,0.484339874
526,1.664815853,-0.146202072,0.26535073,0.014939834,0.256303814,-0.306023187,-0.152617365
527,718.7005337,7.329486822,-37.43737381,106.7575443,-99.7307227,-85.47489355,-40.2295658
528,-0.2637067,3.749805356,0.146345527,-1.073713224,-2.116913924,-0.701479933,-1.065732501
529,0.661894646,-0.022183464,0.033370339,0.117797965,-0.001490636,-0.068072863,-0.103545957
530,-20.11506685,2.104167092,7.383304117,-22.69758293,22.56572521,12.64787599,14.47053888
531,-0.336340733,0.035728919,1.480205339,2.479609245,-1.302832724,-1.758912424,-0.676451378
532,3.302987545,-1.531187706,-1.16011801,-0.725476892,0.176867812,-1.393736515,0.081458277
533,5.765708345,-0.335485348,0.120505149,-1.480091459,1.054217817,0.709312514,0.158314169
534,2.801461771,0.098139596,0.171467998,0.54551297,-0.728378143,-0.328390555,-0.362609431
535,2.724961156,0.107239929,0.074042711,-0.327993484,-0.068565998,0.17849008,-0.233772964
536,2.961784868,-0.070734437,-0.084301748,0.044005452,-0.177909229,-0.103637613,-0.027281356
537,0.864127777,-0.0368421,0.008811894,0.081105408,0.01470039,-0.087912713,0.052563992
538,2.529027559,-0.156107154,0.097540577,-0.236477592,0.297759675,-0.09695893,0.065047336
539,3.503226553,-0.027249367,-0.121109489,-0.473165429,0.256312461,0.20187175,-0.102476823
540,2.480415021,-0.059447597,-0.089936278,0.407746127,-0.18361421,-0.28633396,0.11805847
541,21.18444323,-0.382068808,0.774134156,0.429106092,-1.613889703,-1.615569867,-0.731095667
542,1.662149727,-0.363320945,0.137238099,0.10553374,0.528528547,-0.918735629,0.372386881
543,0.243185989,-0.629662134,0.243970726,-0.02572671,0.434551015,-0.740614592,-1.089696304
544,0.896461112,-1.169094512,-1.055396619,-2.34508764,2.297764496,-0.858676271,0.235070035
545,1.066770542,-2.752307917,-2.593698999,-5.380768268,5.564031954,-2.377577594,0.721865417
546,13.12344687,-19.56329744,-17.56461761,-34.96643841,36.04041187,-15.80895273,3.661205111
547,4.606119568,5.675817919,4.047217554,-7.870962589,-8.6120857,12.15236709,-22.71928968
548,0.425283436,0.432754636,0.113880177,-1.493414826,-0.524909861,1.076828561,-3.195259344
549,2.863990244,-2.526694769,-2.159796093,-1.924515851,3.110643133,-3.587854917,0.832206981
550,0.831354416,-4.770271996,-4.728793223,-5.803470409,7.81044534,-6.483266756,1.4074654
551,1.169606434,-2.695152818,-2.424410343,-2.921138103,4.040068878,-3.608816574,0.850242793
552,0.108024511,-2.078995208,-1.956136455,-2.001814811,3.088116412,-3.234169741,0.779827491
553,11.99905304,-23.28944618,-21.70813207,-21.67629196,33.98711961,-31.69268815,11.21302906
554,0.021144517,-2.650152824,-2.293393342,-1.239029512,3.514617833,-4.5258627,1.543571819
555,1.636628919,-9.714633067,-9.205973357,-12.83549021,17.28595865,-12.82933906,4.492854886
556,0.263576354,-9.793114703,-9.345829432,-12.61588641,16.84318729,-13.29189229,3.661821534
557,0.581875317,-2.293307331,-2.277703916,-2.888770922,3.566544354,-3.217692048,0.333224758
558,0.172695254,-4.41255204,-4.522289222,-5.496973751,7.214740742,-6.646871359,0.678181585
559,2.643392368,-4.527629681,-4.531376054,-6.562528316,7.128015849,-5.518655754,0.158554635
560,1.220323296,-2.214973555,-2.272799198,-3.48748329,3.612060582,-2.607887161,0.042736524
561,1.296398631,-2.670282446,-2.866597753,-4.558096664,4.825692179,-3.149526241,0.369866803
562,0.916995646,-0.123083806,0.108122665,0.405075361,-0.174116014,-0.798183608,-0.307437971
563,19.35638614,-3.379328445,-3.492351322,-8.581050271,7.072070224,-4.303227097,-0.848719658
564,-0.432539164,4.413147819,2.516157555,3.682417147,-4.034175037,2.666922145,0.942300458
565,0.088902034,1.066211744,0.576879232,0.754043698,-0.881981691,0.61964195,0.315644177
566,1.105099648,3.281855767,1.720513587,1.198584661,-1.994336377,2.50656297,1.244447442
567,0.00761838,7.741533616,4.175342881,2.876113184,-4.96209139,6.101615849,1.880356077
568,-1.851343721,3.468447713,2.001843363,1.740161574,-2.097428691,2.575976708,1.124200687
569,0.547655647,0.026125148,-0.189727824,-0.755337558,0.446273899,0.093828067,-0.12796664
570,3.164308955,0.063476641,-0.106503085,-1.940009985,0.309475677,1.759235214,-0.730009985
571,68.18362172,18.37437935,-2.092811858,62.57120144,-97.84467566,11.07184011,-12.22965092
572,-0.416095306,0.552787548,0.41779141,0.949890259,0.141258072,-0.402265407,0.592334227
573,7.778734159,-1.773063369,-3.85727188,-3.040654649,1.019160584,-0.130886731,1.021324282
574,32.62998938,-12.75078355,-25.83685529,-12.23604814,4.239191009,-6.753060856,8.276277924
575,-3.134962596,4.033596704,5.654614472,0.621779806,-0.472590753,3.25343947,-3.307554183
576,67.73334098,-19.37780059,-41.00377739,-40.85183512,11.70095897,4.712007023,6.805527672
577,-0.449272866,1.055282833,1.843542314,-0.137380318,-0.037485891,1.059623866,-0.930053547
578,18.46798112,-6.002645637,-12.02542479,-7.582145502,2.630987194,-1.941354738,3.492672094
579,28.82216999,-12.39636271,-22.99178726,-11.53534266,3.847089366,-6.201727612,7.975823304
580,0.350350938,-0.058438397,-0.10662997,1.428331106,-0.690432154,-1.128421029,0.091953389
581,3.821068691,0.019784302,-0.075674652,3.427524833,-2.976120775,-2.287174682,-1.400228285
582,10.75922958,-1.714911874,-2.296000775,23.20891859,-13.28505677,-17.27650948,-2.158925654
583,3.504355539,0.026797677,-0.250481663,-0.53667521,-0.195373069,0.638688349,0.749969533
584,5.565002223,0.374654142,-0.143890466,-0.543218407,-0.287203314,1.119517238,1.224958179
585,9.239634065,0.212479016,-0.150850202,-1.546039475,-0.081393842,2.281990919,1.957924678
586,4.230966642,0.582431926,0.26788082,-0.08794194,-0.362117312,1.629365436,1.215460283
587,3.77199922,0.152799256,-0.002511809,-0.235148985,-0.28422743,0.737555698,0.54117892
588,4.717064162,0.324073506,-0.03351937,0.683987522,-0.490186429,0.209191763,1.368376475
589,3.176220529,3.02230316,1.79103742,-18.70553172,8.729917893,13.94468498,-4.787728999
590,1.295717839,0.390868806,0.33223785,-0.658295637,0.299523475,0.69705096,0.027696753
591,-0.01824891,0.566746599,0.215427817,-5.354762055,2.574662466,3.710297915,-1.205311433
592,6.655422618,1.572530555,1.09539768,-28.42838486,13.40214601,18.56023762,-5.766542917
593,27.62256703,4.538734881,3.28372927,0.517924123,-11.81087014,2.063720029,-7.988396777
594,2.419296411,-1.210025146,0.226950168,6.390802352,0.257387804,-7.533961094,1.127085041
595,0.367037659,0.168639877,0.135915957,0.425258751,-0.377760662,-0.199028459,0.029113876
596,1.15560353,0.485147521,0.399118109,-4.501209418,2.103084709,3.317944271,-1.389142708
597,0.163381923,0.28297813,0.181440106,-2.581214252,1.283769204,1.853169572,-0.539292789
598,2.194975213,-1.432601893,-1.159052193,-1.608718046,2.296127292,-1.839112723,1.57774497
599,5.15898692,-0.922485884,-1.04217345,-3.892279112,2.200088699,1.070748334,-0.746194274
600,4.131627181,-0.462288139,-0.503730938,-2.737715465,1.317670932,1.087138002,-0.472248459
601,18.66833174,-2.069662993,-2.389455215,-13.10087742,6.763591921,5.060317639,-1.513745283
602,29.63840378,27.09641339,20.81223462,-20.64943941,-31.85132201,74.13813399,-49.30461588
603,1.302489172,-0.041842553,-0.711918834,-0.811068836,0.441043717,-0.426414493,0.780426153
604,8.401446126,-0.51359858,-0.976188524,-5.754722412,2.180063084,3.639789583,-1.311932343
605,17.69984239,-0.706843516,-1.855789855,-11.38275532,4.546647421,7.824612714,-1.246992938
606,1.788569101,0.444600634,0.241775334,-1.047533293,-0.140429099,1.708337518,-0.697378414
607,3.079419664,-0.101996003,-0.182025325,-1.850295306,0.976746094,1.278703731,-0.036759664
608,0.91091476,-0.045209562,-0.119924315,-0.803175487,0.465783822,0.389641654,-0.004901525
609,11.39076878,-0.983367016,-1.115406854,-8.189319736,4.676623222,4.021897755,0.567129229
610,7.639711312,-0.104560138,-0.447565137,-3.010771658,0.841277543,2.196797913,-0.865050233
611,1.371874399,-0.169339127,-0.184113624,-0.830908195,0.472683441,0.358972598,0.005288056
612,46.59630375,-3.162904478,-4.66613376,-22.44182761,8.324927887,13.70573739,-4.756572016
613,-0.225069947,0.353641889,0.304954314,-0.780286293,0.313447351,1.467844034,-0.054602423
614,4.650847173,-0.872698448,-0.848764874,-2.85387717,2.019984862,0.758348834,0.329258795
615,127.8714874,-27.59676711,-31.96898685,-88.81131726,64.90497693,16.31413861,14.44730715
616,0.716158209,0.27366461,0.142217782,-0.33290544,0.667367813,0.808560579,-0.089327324
617,3.631606365,-0.528508964,-0.602365129,-1.86780517,1.095184267,0.798751528,0.215599462
618,7.405765968,-0.317131496,-0.640453217,-3.242000889,0.893843417,2.771745519,-0.675179195
619,3.193859181,-0.361177827,-0.561715071,-1.667863823,0.766284373,0.944704577,-0.083950457
620,15.69508809,-0.366357693,-1.104096986,-6.014988633,1.028228122,6.204364519,-1.861699548
621,2.769046975,-0.072462189,-0.229937836,-1.275982512,0.275308151,1.141043922,-0.360489186
622,1.945020793,-0.21036926,-0.323401708,-1.060816526,0.431466658,0.595619723,-0.197576864
623,1.839972312,-0.241239657,-0.37279319,-1.431963706,0.686152797,0.747384545,-0.117382622
624,5.056747221,-0.941514541,-1.462581517,-3.362867543,1.843682012,0.974548169,-0.363138806
625,4.959995658,-1.616178653,-1.879595139,-2.549517796,2.262804492,-0.870358934,0.847954291
626,2.012278129,-0.525136039,-0.587645764,-0.913049099,0.705894406,-0.086220914,0.209941699
627,5.124663272,-1.526525323,-1.593797753,-3.471193444,2.693287193,0.166375819,0.513668328
628,9.368708712,-3.5548096,-3.582216809,-7.047946165,6.145501689,-0.862968079,1.738513425
629,2.276126421,-0.540891492,-0.528325166,-0.972828073,0.712983032,-0.102843389,0.184775021
630,1.120134295,-0.2703272,-0.325188221,-0.13928195,0.291128345,-0.38476025,0.31772126
631,27.90815892,-4.415509307,-5.877493264,-10.5056235,6.745915725,0.545411029,3.211117995
632,3.518045678,-0.577876847,-0.770549387,1.252425155,-0.229569074,-0.566441302,1.086485477
633,7.11354495,-1.79730753,-2.216041581,-2.716007585,2.964841783,-0.946559667,1.955567046
634,7.789457847,-1.847610481,-2.052219676,-2.136266215,2.963191849,-2.225602747,2.498284886
635,1.544961453,-0.4726687,-0.622205018,-0.816552897,0.890131181,-0.26134114,0.54714499
636,21.88713672,-8.143644592,-8.151204677,-1.445418091,9.919690099,-13.81397039,11.65128946
637,-1.505303165,0.465867082,-4.808599919,1.517994283,0.409588655,5.676843361,6.026702553
638,1.841406233,-0.453780829,-0.815519031,-0.881033214,0.932652892,-0.062966488,0.806324979
639,58.44328496,-20.31319083,-23.42448524,-10.46321367,29.3947613,-30.33449391,28.40764411
640,-0.095594148,-0.125181203,-0.262273026,0.772164522,0.508634914,-0.082214381,1.045588823
641,-7.459758498,-1.361384118,-6.593097667,-3.682432366,8.934537098,3.753278501,9.741807041
642,-18.80772907,-5.135495547,-18.5228359,-8.958365091,27.47493672,10.61035389,31.11469391
643,6.547688575,-1.417940825,-7.61176302,1.154617658,1.146991082,1.267309788,7.80257474
644,10.65634324,1.542898338,-4.397406181,10.21875364,-5.767499353,-2.175322762,5.242997508
645,3.244402236,0.099119406,-2.952988146,3.742512848,3.284357348,0.996099765,6.876560118
646,-0.532337196,-0.207203254,-1.195565219,0.574448979,1.279651255,0.05397282,2.029176795
647,-0.978010588,-0.693576703,-2.787798109,-1.014803217,3.489439553,1.214602098,4.240970984
648,-3.583353634,-0.978454323,-4.236880629,-2.081747944,5.665176004,2.141443914,6.249801608
649,-2.112085758,-0.136314233,-2.163480748,-0.488924616,2.622173534,0.874734639,3.23165332
650,-4.121975621,-0.615978956,-4.267196938,-1.514529198,5.993093399,2.416510298,6.989584004
651,-5.156453364,-1.864146795,-6.204137813,-3.930497617,10.64959899,4.026191628,10.95357418
652,-2.126352154,-0.536888712,-1.897750853,-1.320310008,3.051671712,1.292642033,3.221708791
653,-0.851935764,-0.36947756,-1.144266876,-1.012580526,1.821066857,0.832968717,1.780239981
654,-7.957660766,-1.41568173,-5.043825472,-4.54610343,8.820272591,3.485606607,8.150085405
655,-13.62875131,-4.011571325,-16.49620714,-12.46375087,24.02529204,9.012613482,23.88729137
656,-37.21744399,-8.452784247,-23.02704335,-27.7545076,47.51074245,20.25222549,40.42867884
657,-12.55785683,-4.273798329,-19.06300691,-13.2801072,26.39739635,8.132723032,28.26593787
658,-9.72273133,-1.621287636,-4.470872313,-5.855103683,10.24317697,4.209155906,8.276239699
659,-1.105866747,-0.506466637,-2.179152796,-2.114300703,3.435356087,1.592916853,3.258686815
660,-2.154923193,-0.816668853,-2.297389252,-2.787512268,4.478748053,1.898953217,3.773338336
661,-3.755167892,-0.800131674,-2.810106457,-3.338887093,5.642584022,2.414900376,4.937742201
662,-13.04661045,-2.297319084,-8.622868727,-9.562008992,15.59113028,6.331610417,13.90384563
663,-4.672339792,-1.030888161,-3.550588465,-4.297586432,7.246495796,2.960534571,6.41667042
664,-6.257192869,-1.863300944,-4.661045352,-6.798931047,10.75488775,4.280318484,8.773974677
665,0.317718073,0.473385745,-0.027338986,-0.250751876,0.781756418,0.428841207,0.421504041
666,1.053337864,0.27779864,0.023981479,-0.279826882,0.232795359,0.412488248,0.257978924
667,11.81448047,2.808573551,-0.367768253,1.845128311,-1.446448662,0.502006314,0.972411738
668,0.108719288,-1.295204093,-1.272357709,0.143466551,0.600165253,-2.355115073,-0.152978821
669,1.08619778,0.572402379,0.045201308,0.495134923,-0.183515809,-0.105415696,0.566114285
670,1.461635833,0.878383027,0.155372511,-0.095422389,0.024194094,0.676702736,0.196533463
671,7.707320856,2.253043711,-0.056326919,1.427564255,-0.649571911,1.091958413,1.05983674
672,12.19131722,3.787515443,4.137062273,17.94725396,-20.57627259,-7.558846081,-17.66871824
673,0.40228664,0.046210262,-0.582048661,-0.862320407,0.353350377,0.335669744,-0.952995924
674,3.299439036,-0.542946662,-1.343854919,-1.558906486,1.030732278,-0.056744813,0.271552074
675,5.69141804,-0.81673123,-1.974582891,-3.062896402,2.191441563,0.328456241,1.301931998
676,4.303190262,-1.235121803,-2.90633462,-6.079224851,4.558547193,0.981212384,1.753116742
677,5.362790427,-0.617787574,-2.325443221,-3.988331058,1.993696031,1.198045823,-0.900174847
678,3.024788122,-0.650756335,-1.617565065,-3.216325533,2.43538293,0.709907505,1.01836689
679,1.577551719,-0.399850014,-0.933293048,-1.599537315,1.318443257,0.179588769,0.588552976
680,1.770193812,-0.119563793,-0.569556959,-1.424876204,0.737147096,0.724352541,-0.304880138
681,3.866727563,-0.786097876,-2.160535733,-5.812830296,3.832928567,1.726716168,0.298004014
682,18.33016075,-3.209842794,-10.56910762,-21.29915694,15.6372511,5.945822631,2.888407851
683,2.172238294,-0.14906867,-1.679782336,0.170778369,0.466787953,-1.119219849,0.475932102
684,3.083153422,-0.769489443,-1.756667434,-3.232746773,2.354436999,0.799951729,0.766841845
685,2.999252775,-1.059104228,-3.065644446,-6.367210682,4.658527123,1.770799263,0.630934907
686,16.93471302,-2.17720801,-5.472064514,-10.50532049,8.614019666,2.67248937,5.034073302
687,3.796019214,0.273931622,-0.161485759,-0.327732938,-1.076866395,1.182959366,0.676121546
688,9.242442236,-0.331605237,-1.21189464,-1.343099658,-1.779646958,2.389390597,1.986552597
689,4.830107713,0.067244521,-0.571224623,-0.348548357,-1.320816229,1.406953984,1.323550276
690,3.593413151,0.01111493,-0.211511618,-0.76892164,-0.530686591,1.180856558,0.518194256
691,2.942950844,-0.130817539,-0.535180771,-0.551717042,-0.570748584,0.819202253,0.621003861
692,32.92405183,-2.685760124,-7.516438986,-6.117515164,-5.168708136,7.396215063,7.468039968
693,7.547720342,-0.9603159,-2.101031287,-1.982621732,-0.786068304,1.868118181,1.869038841
694,4.8504789,-0.619984229,-1.444954964,-0.973606279,-0.645282659,0.954815999,1.297471888
695,18.02391614,-2.171143715,-4.989786923,-4.573933349,-1.526666476,4.239254667,4.502077622
696,1.600849949,0.472291631,0.098264112,1.484334012,-0.482025221,0.280764206,0.215352357
697,1.959484361,0.213172155,-0.273399158,-0.433325554,0.683588592,1.207533675,0.813126612
698,0.699892634,0.130658923,-0.204888442,-0.88283183,0.794190774,1.158437679,0.388672094
699,3.636774568,0.729374663,-0.285315892,-2.823553801,1.502357472,3.277479616,0.654639115
700,9.089165149,2.451531909,-0.567437418,-4.019963079,3.3082567,6.912772763,2.525957644
701,2.052554489,0.643594643,0.04530056,-0.29571416,0.202078862,1.350774351,0.4420457
702,1.196026462,-0.940507386,-1.273597949,-0.406832175,1.260407637,-1.416243417,0.531189454
703,1.071559204,-0.338577497,-0.572507783,-0.378603815,0.519077675,-0.451925718,0.093517958
704,7.358813204,-2.944555221,-3.398181713,-2.602933428,4.038589508,-3.783768677,1.445423925
705,0.429518535,0.446347507,0.021932782,-10.35820169,6.087818793,7.309809486,-0.744399538
706,0.434672482,0.250653024,0.107032204,-2.349361995,1.488901259,2.18870074,-0.014984905
707,4.396628997,0.466118294,0.027215548,-6.01269239,4.202629657,5.704513721,0.242350206
708,2.827204414,1.070213634,0.830930574,-2.860150111,2.653163945,4.365572305,0.475413672
709,1.460454261,0.353701587,0.124034068,-3.229582704,1.931823231,3.204024071,-0.31145597
710,16.38773724,2.985827212,1.365997544,-1.799622672,-1.031126316,9.274490662,-2.868132427
711,1.369269363,0.481381052,0.134402465,0.196446685,-0.472558146,0.734714733,-0.097625633
712,4.117555228,1.46198923,0.515114262,-3.043556539,1.082744416,4.661307665,-0.803809786
713,1.847028148,0.961862522,0.419375413,-0.10242635,-0.429957028,1.894589789,-0.866265
714,4.061899814,0.860842928,0.230557542,0.854843349,-1.056609868,1.057867314,-0.223392424
715,28.46575672,15.82665846,7.088032285,1.629293937,3.371750266,31.65026099,-3.358241875
716,2.005506215,1.350768922,2.055521128,0.776617863,0.300339952,1.952207065,-0.90349409
717,-0.119870997,-0.344563856,-0.57649545,0.558380687,0.574971806,-0.930092067,0.876525582
718,16.643922,-4.202519753,-5.84311363,-0.120691843,4.662096063,-7.037653087,5.158367174
719,0.27448984,0.323286582,-0.759218009,0.7105594,0.480470869,0.765896575,1.366917472
720,1.676610745,-0.25668485,-0.429646071,-0.029270985,0.304037623,-0.368398579,0.421161141
721,2.550290704,-0.488992599,-0.727168577,-0.265806948,0.781288393,-0.819186095,0.725956118
722,3.740451317,-0.543261036,-0.86621228,-0.269207122,0.715664198,-0.749092118,0.687389209
723,21.69917305,-2.795052061,-4.007988033,-2.66144816,4.35708044,-3.569948198,3.521855051
724,0.066657356,0.425994578,0.275434807,2.074183978,-0.688605755,-0.56818953,1.195231727
725,4.382828593,-0.51340534,-0.804675349,-0.267998566,0.707597376,-0.616536831,0.536781953
726,734.9095343,-7.746540609,-77.92591936,-102.7441945,44.54154718,93.06139608,10.72993387
727,-3.291726019,1.797176911,-1.352303263,-1.15508635,1.666016881,1.834160181,-2.741964701
728,11.56628349,-1.04133492,-2.201418854,14.93707878,-16.42116122,-10.28638999,-8.340091593
729,3.872990515,0.000772047,-0.178285097,0.949045862,-0.348390796,-0.690202801,0.096448027
730,3.270642634,-0.108814686,0.116399102,0.441172739,-0.142054201,-0.153267301,-0.200398198
731,3.547801842,-0.201837531,-0.280026667,0.66295905,0.116948545,-0.867123053,0.459714832
732,5.933065237,0.198775812,-0.07032291,0.942244072,-0.912154103,-0.467695322,-0.056769088
733,5.341010852,-0.144073224,0.161723419,-0.940798254,0.905738697,0.272265175,0.217657304
734,9.938143313,-0.439609918,-0.406112774,2.616371745,-0.415996283,-2.366150028,0.186286149
735,3.694071804,0.128338801,-0.420266979,0.765995093,-0.420709724,-0.217713551,-0.122963154
736,4.999381655,0.107129562,-0.148696566,0.464215903,-0.14035306,-0.236401012,0.197155951
737,13.28568604,0.361199888,-0.370300723,1.350705929,-2.105610694,-0.229093161,0.358377721
738,13.52110776,-1.045015007,-2.420230349,3.834833631,-0.906183875,-2.538604134,1.369755358
739,12.07781711,-0.451333239,-0.712545273,3.974141848,0.711408274,-3.632126775,0.53049851
740,6.161039988,0.039366933,0.416591863,-0.221847426,0.302470522,-0.195666241,0.280601469
741,6.383311635,-0.027742345,0.221401822,0.278665521,-0.228266136,-0.457277519,0.169137573
742,60.5324859,-2.348281389,-1.940752089,2.820419719,-5.426345928,-1.294902393,1.781756364
743,0.711095547,-0.043808631,-0.430668461,0.810529753,0.669663283,-1.930512732,-0.89621663
744,4.269404411,0.097224151,0.147448232,0.50622602,-0.406632959,-0.14117768,-0.038548731
745,10.50101219,-0.083324612,-0.015657801,3.925533321,-1.234915412,-2.502798873,-0.376533276
746,1.879963256,-0.472148068,-0.707714627,2.703230781,0.029686622,-2.509827033,0.923028955
747,1.158773521,0.565444487,0.289234119,1.772458002,-2.003249724,-0.385810732,-1.600274758
748,10.23860832,-0.029273172,-0.639212095,2.524204608,0.339142093,-2.598100376,2.093211704
749,1.086862217,0.081763808,-0.074493396,0.115281743,0.074514565,-0.024936795,0.245642417
750,3.24640559,-0.162360756,-0.240262964,0.722260847,-0.237846958,-0.891424456,0.456470712
